"label"	"p1"	"p2"	"score"
"pos"	"X carri Y"	"X infect with Y"	"0.0"
"pos"	"X give for Y"	"X help Y"	"0.0"
"pos"	"X be in Y"	"Y infect with X"	"0.0"
"pos"	"X be for Y"	"X be against Y"	"0.0"
"pos"	"X us for Y"	"X us in Y"	"0.0"
"pos"	"X accompani by Y"	"Y associ with X"	"0.0"
"pos"	"X caus by Y"	"Y caus X"	"0.0"
"pos"	"X caus Y"	"X complic Y"	"0.0"
"pos"	"X manag with Y"	"Y be for X"	"0.0"
"pos"	"X be in Y"	"X occur in Y"	"0.0"
"pos"	"X occur dure Y"	"Y character by X"	"0.0"
"pos"	"X present with Y"	"X occur in Y"	"0.0"
"pos"	"X reduc Y"	"X control Y"	"0.0"
"pos"	"X prescrib for Y"	"X reduc Y"	"0.0"
"pos"	"X protect against Y"	"X prevent Y"	"0.0"
"pos"	"X treat with Y"	"Y requir for X"	"0.0"
"pos"	"X give Y"	"Y obtain from X"	"0.0"
"pos"	"X occur with Y"	"Y produc X"	"0.0"
"pos"	"X associ with Y"	"Y defin as X"	"0.0"
"pos"	"X transmit Y"	"Y carri by X"	"0.0"
"pos"	"X administ for Y"	"X reliev Y"	"0.0"
"pos"	"X caus Y"	"X present with Y"	"0.0"
"pos"	"X follow Y"	"Y suggest X"	"0.0"
"pos"	"X suggest Y"	"X develop into Y"	"0.0"
"pos"	"X afford Y"	"X produc Y"	"0.0"
"pos"	"X defin as Y"	"X mean Y"	"0.0"
"pos"	"X result in Y"	"X present with Y"	"0.0"
"pos"	"X suggest Y"	"X produc Y"	"0.0"
"pos"	"X manag with Y"	"Y reliev X"	"0.0"
"pos"	"X control with Y"	"Y order for X"	"0.0"
"pos"	"X aggrav Y"	"X produc Y"	"0.0"
"pos"	"X caus Y"	"Y see in X"	"0.0"
"pos"	"X result in Y"	"X lead to Y"	"0.0"
"pos"	"X protect from Y"	"X reduc Y"	"0.0"
"pos"	"X caus Y"	"X associ Y"	"0.0"
"pos"	"X caus Y"	"Y develop from X"	"0.0"
"pos"	"X control by Y"	"X cure with Y"	"0.0"
"pos"	"X mistak for Y"	"Y mistak for X"	"0.0"
"pos"	"X character by Y"	"X be with Y"	"0.0"
"pos"	"X achiev with Y"	"Y provid X"	"0.0"
"pos"	"X be with Y"	"Y indic for X"	"0.0"
"pos"	"X occur in Y"	"X character by Y"	"0.0"
"pos"	"X mean Y"	"X character by Y"	"0.0"
"pos"	"X cure by Y"	"Y cure X"	"0.0"
"pos"	"X control by Y"	"Y control X"	"0.0"
"pos"	"X result from Y"	"Y give to X"	"0.0"
"pos"	"X accompani Y"	"X occur with Y"	"0.0"
"pos"	"X caus by Y"	"Y present with X"	"0.0"
"pos"	"X give with Y"	"Y treat with X"	"0.0"
"pos"	"X consist of Y"	"Y be in X"	"0.0"
"pos"	"X base on Y"	"X contain Y"	"0.0"
"pos"	"X result in Y"	"X caus Y"	"0.0"
"pos"	"X predispos to Y"	"Y associ with X"	"0.0"
"pos"	"X occur after Y"	"Y associ with X"	"0.0"
"pos"	"X associ with Y"	"Y mean X"	"0.0"
"pos"	"X follow Y"	"X occur from Y"	"0.0"
"pos"	"X treat with Y"	"Y control X"	"0.0"
"pos"	"X us in Y"	"X requir for Y"	"0.0"
"pos"	"X caus by Y"	"Y induc X"	"0.0"
"pos"	"X make Y"	"Y produc in X"	"0.0"
"pos"	"X be in Y"	"X affect Y"	"0.0"
"pos"	"X follow by Y"	"X give to Y"	"0.0"
"pos"	"X give for Y"	"X provid from Y"	"0.0"
"pos"	"X improv Y"	"X reliev Y"	"0.0"
"pos"	"X prevent Y"	"X reduc Y"	"0.0"
"pos"	"X impli Y"	"Y associ with X"	"0.0"
"pos"	"X present with Y"	"X give to Y"	"0.0"
"pos"	"X produc Y"	"X occur with Y"	"0.0"
"pos"	"X give Y"	"Y give to X"	"0.0"
"pos"	"X unit with Y"	"X combin with Y"	"0.0"
"pos"	"X take for Y"	"X be for Y"	"0.0"
"pos"	"X manufactur Y"	"Y produc by X"	"0.0"
"pos"	"X accompani with Y"	"Y associ with X"	"0.0"
"pos"	"X be in Y"	"Y contain X"	"0.0"
"pos"	"X reliev Y"	"X be for Y"	"0.0"
"pos"	"X meet Y"	"X join with Y"	"0.0"
"pos"	"X follow by Y"	"X accompani by Y"	"0.0"
"pos"	"X start with Y"	"X caus Y"	"0.0"
"pos"	"X result from Y"	"X character by Y"	"0.0"
"pos"	"X caus Y"	"Y relat to X"	"0.0"
"pos"	"X reliev Y"	"X take for Y"	"0.0"
"pos"	"X occur with Y"	"X accompani by Y"	"0.0"
"pos"	"X die of Y"	"X suffer from Y"	"0.0"
"pos"	"X mask Y"	"Y reliev with X"	"0.0"
"pos"	"X accompani by Y"	"X follow Y"	"0.0"
"pos"	"X manag with Y"	"Y us for X"	"0.0"
"pos"	"X result in Y"	"X associ with Y"	"0.0"
"pos"	"X produc Y"	"Y introduc by X"	"0.0"
"pos"	"X occur in Y"	"X find in Y"	"0.0"
"pos"	"X manag with Y"	"Y control X"	"0.0"
"pos"	"X caus by Y"	"Y complic by X"	"0.0"
"pos"	"X secret Y"	"Y produc by X"	"0.0"
"pos"	"X provid Y"	"X produc Y"	"0.0"
"pos"	"X indic Y"	"X result from Y"	"0.0"
"pos"	"X prepar from Y"	"X deriv from Y"	"0.0"
"pos"	"X begin with Y"	"Y suggest X"	"0.0"
"pos"	"X reliev by Y"	"Y cure X"	"0.0"
"pos"	"X indic Y"	"Y lead to X"	"0.0"
"pos"	"X prescrib for Y"	"X prevent Y"	"0.0"
"pos"	"X unit with Y"	"X join with Y"	"0.0"
"pos"	"X involv Y"	"X mean Y"	"0.0"
"pos"	"X be with Y"	"Y us for X"	"0.0"
"pos"	"X us for Y"	"Y obtain with X"	"0.0"
"pos"	"X suppress Y"	"Y treat with X"	"0.0"
"pos"	"X manifest as Y"	"X caus Y"	"0.0"
"pos"	"X reduc Y"	"Y respond to X"	"0.0"
"pos"	"X follow by Y"	"Y accompani X"	"0.0"
"pos"	"X requir for Y"	"X give for Y"	"0.0"
"pos"	"X reduc to Y"	"X convert into Y"	"0.0"
"pos"	"X give Y"	"Y produc by X"	"0.0"
"pos"	"X decreas Y"	"Y treat with X"	"0.0"
"pos"	"X control with Y"	"X reliev by Y"	"0.0"
"pos"	"X reduc Y"	"X us for Y"	"0.0"
"pos"	"X prevent Y"	"X control Y"	"0.0"
"pos"	"X be for Y"	"Y respond to X"	"0.0"
"pos"	"X refer to Y"	"X mean Y"	"0.0"
"pos"	"X mask Y"	"X reliev Y"	"0.0"
"pos"	"X correct with Y"	"X requir Y"	"0.0"
"pos"	"X take for Y"	"Y control with X"	"0.0"
"pos"	"X be for Y"	"X reduc Y"	"0.0"
"pos"	"X show Y"	"Y occur in X"	"0.0"
"pos"	"X us in Y"	"X licens for Y"	"0.0"
"pos"	"X attack Y"	"X involv Y"	"0.0"
"pos"	"X obtain with Y"	"Y produc X"	"0.0"
"pos"	"X be in Y"	"X character by Y"	"0.0"
"pos"	"X reliev Y"	"X decreas Y"	"0.0"
"pos"	"X need for Y"	"Y control by X"	"0.0"
"pos"	"X associ with Y"	"Y manifest by X"	"0.0"
"pos"	"X find in Y"	"Y have X"	"0.0"
"pos"	"X follow Y"	"X develop from Y"	"0.0"
"pos"	"X associ with Y"	"X occur from Y"	"0.0"
"pos"	"X form from Y"	"Y metabol to X"	"0.0"
"pos"	"X allevi Y"	"Y control with X"	"0.0"
"pos"	"X result in Y"	"Y develop from X"	"0.0"
"pos"	"X associ with Y"	"X complic with Y"	"0.0"
"pos"	"X find in Y"	"X occur in Y"	"0.0"
"pos"	"X kill Y"	"X be against Y"	"0.0"
"pos"	"X control by Y"	"Y reduc X"	"0.0"
"pos"	"X occur with Y"	"X caus Y"	"0.0"
"pos"	"X caus by Y"	"X occur after Y"	"0.0"
"pos"	"X caus Y"	"Y occur from X"	"0.0"
"pos"	"X us in Y"	"X prescrib for Y"	"0.0"
"pos"	"X be for Y"	"X indic for Y"	"0.0"
"pos"	"X administ for Y"	"X reduc Y"	"0.0"
"pos"	"X be in Y"	"X see in Y"	"0.0"
"pos"	"X be for Y"	"X develop for Y"	"0.0"
"pos"	"X administ for Y"	"X requir for Y"	"0.0"
"pos"	"X associ with Y"	"Y see in X"	"0.0"
"pos"	"X character by Y"	"Y occur in X"	"0.0"
"pos"	"X kill Y"	"X erad Y"	"0.0"
"pos"	"X provid by Y"	"Y indic for X"	"0.0"
"pos"	"X be against Y"	"Y respond to X"	"0.0"
"pos"	"X find in Y"	"X obtain from Y"	"0.0"
"pos"	"X have Y"	"X infect with Y"	"0.0"
"pos"	"X associ with Y"	"X see in Y"	"0.0"
"pos"	"X metabol to Y"	"X convert to Y"	"0.0"
"pos"	"X consist of Y"	"X character by Y"	"0.0"
"pos"	"X be in Y"	"X help Y"	"0.0"
"pos"	"X lead to Y"	"X predispos to Y"	"0.0"
"pos"	"X inhibit Y"	"X prevent Y"	"0.0"
"pos"	"X releas into Y"	"X enter Y"	"0.0"
"pos"	"X metabol to Y"	"X convert into Y"	"0.0"
"pos"	"X us with Y"	"Y combin with X"	"0.0"
"pos"	"X secret Y"	"X produc Y"	"0.0"
"pos"	"X offer Y"	"X produc Y"	"0.0"
"pos"	"X occur with Y"	"Y accompani by X"	"0.0"
"pos"	"X character by Y"	"Y be with X"	"0.0"
"pos"	"X reach Y"	"X enter Y"	"0.0"
"pos"	"X be for Y"	"Y be with X"	"0.0"
"pos"	"X be for Y"	"X us for Y"	"0.0"
"pos"	"X manag with Y"	"X control by Y"	"0.0"
"pos"	"X occur in Y"	"X attack Y"	"0.0"
"pos"	"X discov Y"	"X find Y"	"0.0"
"pos"	"X transmit through Y"	"Y transmit X"	"0.0"
"pos"	"X control by Y"	"X treat with Y"	"0.0"
"pos"	"X treat by Y"	"Y reliev X"	"0.0"
"pos"	"X caus Y"	"X manifest as Y"	"0.0"
"pos"	"X control with Y"	"Y mask X"	"0.0"
"pos"	"X us as Y"	"Y prepar from X"	"0.0"
"pos"	"X associ with Y"	"Y result from X"	"0.0"
"pos"	"X suggest Y"	"Y associ with X"	"0.0"
"pos"	"X join with Y"	"Y encount X"	"0.0"
"pos"	"X prepar from Y"	"X consist of Y"	"0.0"
"pos"	"X prevent Y"	"X protect against Y"	"0.0"
"pos"	"X result in Y"	"X character by Y"	"0.0"
"pos"	"X produc by Y"	"X obtain from Y"	"0.0"
"pos"	"X follow by Y"	"X lead to Y"	"0.0"
"pos"	"X produc by Y"	"X produc in Y"	"0.0"
"pos"	"X achiev with Y"	"Y bring X"	"0.0"
"pos"	"X reliev with Y"	"X reliev by Y"	"0.0"
"pos"	"X kill Y"	"Y respond to X"	"0.0"
"pos"	"X inhibit Y"	"Y inhibit by X"	"0.0"
"pos"	"X prevent Y"	"X reliev Y"	"0.0"
"pos"	"X introduc Y"	"Y introduc by X"	"0.0"
"pos"	"X reliev by Y"	"Y administ for X"	"0.0"
"pos"	"X produc Y"	"X follow by Y"	"0.0"
"pos"	"X combin with Y"	"X contain Y"	"0.0"
"pos"	"X caus Y"	"Y induc by X"	"0.0"
"pos"	"X provid by Y"	"Y give X"	"0.0"
"pos"	"X us in Y"	"X give for Y"	"0.0"
"pos"	"X us for Y"	"Y correct by X"	"0.0"
"pos"	"X prescrib for Y"	"Y requir X"	"0.0"
"pos"	"X indic for Y"	"X indic in Y"	"0.0"
"pos"	"X herald by Y"	"X preced by Y"	"0.0"
"pos"	"X give Y"	"X be for Y"	"0.0"
"pos"	"X transmit by Y"	"Y infect with X"	"0.0"
"pos"	"X recommend for Y"	"X us for Y"	"0.0"
"pos"	"X accompani by Y"	"Y caus by X"	"0.0"
"pos"	"X find in Y"	"Y develop X"	"0.0"
"pos"	"X us for Y"	"X correct Y"	"0.0"
"pos"	"X prevent by Y"	"Y elimin X"	"0.0"
"pos"	"X affect by Y"	"Y be against X"	"0.0"
"pos"	"X reliev Y"	"Y control by X"	"0.0"
"pos"	"X us as Y"	"X have Y"	"0.0"
"pos"	"X complic by Y"	"X follow by Y"	"0.0"
"pos"	"X caus Y"	"Y be in X"	"0.0"
"pos"	"X afford by Y"	"Y provid X"	"0.0"
"pos"	"X simul Y"	"X resembl Y"	"0.0"
"pos"	"X suggest Y"	"Y have X"	"0.0"
"pos"	"X transmit by Y"	"Y carri X"	"0.0"
"pos"	"X manifest by Y"	"X lead to Y"	"0.0"
"pos"	"X suffer from Y"	"Y be in X"	"0.0"
"pos"	"X reliev by Y"	"Y us for X"	"0.0"
"pos"	"X reduc Y"	"X take for Y"	"0.0"
"pos"	"X take for Y"	"X reduc Y"	"0.0"
"pos"	"X order for Y"	"X prescrib for Y"	"0.0"
"pos"	"X associ with Y"	"X occur dure Y"	"0.0"
"pos"	"X treat with Y"	"Y allevi X"	"0.0"
"pos"	"X associ with Y"	"X herald by Y"	"0.0"
"pos"	"X manifest by Y"	"X produc Y"	"0.0"
"pos"	"X produc Y"	"X manufactur Y"	"0.0"
"pos"	"X be in Y"	"Y complic with X"	"0.0"
"pos"	"X fight Y"	"X prevent Y"	"0.0"
"pos"	"X us for Y"	"X need for Y"	"0.0"
"pos"	"X produc by Y"	"Y lead to X"	"0.0"
"pos"	"X treat with Y"	"X control with Y"	"0.0"
"pos"	"X us for Y"	"X reduc Y"	"0.0"
"pos"	"X occur in Y"	"X develop in Y"	"0.0"
"pos"	"X deriv from Y"	"X isol from Y"	"0.0"
"pos"	"X respond to Y"	"Y requir for X"	"0.0"
"pos"	"X complic by Y"	"X progress to Y"	"0.0"
"pos"	"X prescrib for Y"	"Y achiev with X"	"0.0"
"pos"	"X give dure Y"	"X us dure Y"	"0.0"
"pos"	"X help with Y"	"X reliev Y"	"0.0"
"pos"	"X affect with Y"	"Y develop in X"	"0.0"
"pos"	"X be for Y"	"Y provid by X"	"0.0"
"pos"	"X be for Y"	"Y manag with X"	"0.0"
"pos"	"X produc Y"	"Y accompani X"	"0.0"
"pos"	"X produc Y"	"X accompani by Y"	"0.0"
"pos"	"X respond to Y"	"X reliev by Y"	"0.0"
"pos"	"X inject into Y"	"X fertil Y"	"0.0"
"pos"	"X follow Y"	"X caus by Y"	"0.0"
"pos"	"X erad Y"	"Y treat by X"	"0.0"
"pos"	"X complic Y"	"Y follow by X"	"0.0"
"pos"	"X caus Y"	"Y occur with X"	"0.0"
"pos"	"X help Y"	"X administ for Y"	"0.0"
"pos"	"X take for Y"	"Y treat with X"	"0.0"
"pos"	"X encount Y"	"Y combin with X"	"0.0"
"pos"	"X indic Y"	"X see in Y"	"0.0"
"pos"	"X produc Y"	"X caus Y"	"0.0"
"pos"	"X metabol to Y"	"Y form from X"	"0.0"
"pos"	"X treat Y"	"X us for Y"	"0.0"
"pos"	"X be for Y"	"X give for Y"	"0.0"
"pos"	"X be in Y"	"Y control by X"	"0.0"
"pos"	"X overcom by Y"	"X reliev by Y"	"0.0"
"pos"	"X administ for Y"	"X order for Y"	"0.0"
"pos"	"X herald by Y"	"X associ with Y"	"0.0"
"pos"	"X provid Y"	"X offer Y"	"0.0"
"pos"	"X occur in Y"	"X occur with Y"	"0.0"
"pos"	"X control with Y"	"X manag with Y"	"0.0"
"pos"	"X combin with Y"	"X administ with Y"	"0.0"
"pos"	"X help Y"	"Y respond to X"	"0.0"
"pos"	"X help Y"	"Y treat with X"	"0.0"
"pos"	"X relat to Y"	"X associ with Y"	"0.0"
"pos"	"X reduc Y"	"X us in Y"	"0.0"
"pos"	"X obtain from Y"	"Y give X"	"0.0"
"pos"	"X respond to Y"	"Y us for X"	"0.0"
"pos"	"X associ with Y"	"Y give to X"	"0.0"
"pos"	"X develop Y"	"X produc Y"	"0.0"
"pos"	"X be against Y"	"X be for Y"	"0.0"
"pos"	"X defin as Y"	"X caus by Y"	"0.0"
"pos"	"X recommend for Y"	"X give for Y"	"0.0"
"pos"	"X reliev by Y"	"Y requir for X"	"0.0"
"pos"	"X develop for Y"	"X us for Y"	"0.0"
"pos"	"X confus with Y"	"Y resembl X"	"0.0"
"pos"	"X consist of Y"	"X make from Y"	"0.0"
"pos"	"X reliev with Y"	"X control by Y"	"0.0"
"pos"	"X reliev Y"	"X be in Y"	"0.0"
"pos"	"X suggest Y"	"Y consist of X"	"0.0"
"pos"	"X have Y"	"X provid Y"	"0.0"
"pos"	"X treat with Y"	"X reliev with Y"	"0.0"
"pos"	"X metabol by Y"	"X metabol in Y"	"0.0"
"pos"	"X obtain with Y"	"Y bring X"	"0.0"
"pos"	"X penetr by Y"	"Y inject into X"	"0.0"
"pos"	"X produc Y"	"X present as Y"	"0.0"
"pos"	"X develop in Y"	"X be in Y"	"0.0"
"pos"	"X associ with Y"	"X come with Y"	"0.0"
"pos"	"X develop for Y"	"X us in Y"	"0.0"
"pos"	"X caus by Y"	"X accompani Y"	"0.0"
"pos"	"X caus Y"	"X predispos to Y"	"0.0"
"pos"	"X follow by Y"	"Y associ with X"	"0.0"
"pos"	"X see in Y"	"X result from Y"	"0.0"
"pos"	"X caus by Y"	"X develop after Y"	"0.0"
"pos"	"X us for Y"	"X decreas Y"	"0.0"
"pos"	"X penetr Y"	"X enter Y"	"0.0"
"pos"	"X protect against Y"	"X protect from Y"	"0.0"
"pos"	"X us for Y"	"Y achiev with X"	"0.0"
"pos"	"X provid Y"	"X us for Y"	"0.0"
"pos"	"X expos to Y"	"X develop Y"	"0.0"
"pos"	"X caus by Y"	"Y follow by X"	"0.0"
"pos"	"X result from Y"	"Y suggest X"	"0.0"
"pos"	"X control Y"	"Y treat by X"	"0.0"
"pos"	"X caus by Y"	"X develop from Y"	"0.0"
"pos"	"X prevent Y"	"Y control by X"	"0.0"
"pos"	"X reduc Y"	"X administ for Y"	"0.0"
"pos"	"X carri by Y"	"Y infect with X"	"0.0"
"pos"	"X requir Y"	"X correct by Y"	"0.0"
"pos"	"X correct with Y"	"X correct by Y"	"0.0"
"pos"	"X lead to Y"	"X present as Y"	"0.0"
"pos"	"X transmit by Y"	"X spread by Y"	"0.0"
"pos"	"X afford by Y"	"Y offer X"	"0.0"
"pos"	"X find in Y"	"X appear in Y"	"0.0"
"pos"	"X follow by Y"	"X complic by Y"	"0.0"
"pos"	"X begin with Y"	"X present with Y"	"0.0"
"pos"	"X produc Y"	"X preced by Y"	"0.0"
"pos"	"X caus by Y"	"X defin as Y"	"0.0"
"pos"	"X occur in Y"	"X suggest Y"	"0.0"
"pos"	"X contract Y"	"X develop Y"	"0.0"
"pos"	"X achiev with Y"	"Y give X"	"0.0"
"pos"	"X treat with Y"	"X cure with Y"	"0.0"
"pos"	"X caus Y"	"X trigger Y"	"0.0"
"pos"	"X overcom by Y"	"X control by Y"	"0.0"
"pos"	"X achiev with Y"	"Y prescrib for X"	"0.0"
"pos"	"X unit with Y"	"X encount Y"	"0.0"
"pos"	"X caus Y"	"Y mean X"	"0.0"
"pos"	"X reliev Y"	"Y treat with X"	"0.0"
"pos"	"X develop with Y"	"Y accompani X"	"0.0"
"pos"	"X be in Y"	"Y present as X"	"0.0"
"pos"	"X us in Y"	"X give to Y"	"0.0"
"pos"	"X provid Y"	"X recommend for Y"	"0.0"
"pos"	"X indic for Y"	"Y achiev with X"	"0.0"
"pos"	"X infect with Y"	"X have Y"	"0.0"
"pos"	"X associ with Y"	"Y accompani with X"	"0.0"
"pos"	"X relat to Y"	"Y result in X"	"0.0"
"pos"	"X us for Y"	"X administ for Y"	"0.0"
"pos"	"X us for Y"	"Y correct with X"	"0.0"
"pos"	"X us for Y"	"X order for Y"	"0.0"
"pos"	"X treat with Y"	"Y provid from X"	"0.0"
"pos"	"X present with Y"	"Y associ with X"	"0.0"
"pos"	"X convert by Y"	"Y convert X"	"0.0"
"pos"	"X us Y"	"X have Y"	"0.0"
"pos"	"X enter Y"	"Y penetr by X"	"0.0"
"pos"	"X control by Y"	"X overcom by Y"	"0.0"
"pos"	"X afford Y"	"X prescrib for Y"	"0.0"
"pos"	"X produc Y"	"X find Y"	"0.0"
"pos"	"X reduc to Y"	"X metabol to Y"	"0.0"
"pos"	"X cure Y"	"X control Y"	"0.0"
"pos"	"X break Y"	"X convert Y"	"0.0"
"pos"	"X follow Y"	"Y associ with X"	"0.0"
"pos"	"X fertil Y"	"X penetr Y"	"0.0"
"pos"	"X reliev Y"	"X reduc Y"	"0.0"
"pos"	"X promot Y"	"X stimul Y"	"0.0"
"pos"	"X associ with Y"	"X develop Y"	"0.0"
"pos"	"X complic Y"	"X result from Y"	"0.0"
"pos"	"X occur in Y"	"Y caus X"	"0.0"
"pos"	"X produc Y"	"X induc Y"	"0.0"
"pos"	"X obtain with Y"	"Y give X"	"0.0"
"pos"	"X occur with Y"	"Y follow X"	"0.0"
"pos"	"X reliev by Y"	"Y need for X"	"0.0"
"pos"	"X treat with Y"	"Y prescrib for X"	"0.0"
"pos"	"X treat Y"	"Y control with X"	"0.0"
"pos"	"X reliev Y"	"X help Y"	"0.0"
"pos"	"X kill Y"	"Y affect by X"	"0.0"
"pos"	"X elimin Y"	"Y treat by X"	"0.0"
"pos"	"X includ Y"	"Y us for X"	"0.0"
"pos"	"X affect by Y"	"X treat with Y"	"0.0"
"pos"	"X allevi Y"	"Y reliev by X"	"0.0"
"pos"	"X be in Y"	"X develop in Y"	"0.0"
"pos"	"X reduc Y"	"X give for Y"	"0.0"
"pos"	"X complic Y"	"Y begin as X"	"0.0"
"pos"	"X produc in Y"	"X produc by Y"	"0.0"
"pos"	"X destroi Y"	"X attack Y"	"0.0"
"pos"	"X be dure Y"	"X be in Y"	"0.0"
"pos"	"X be in Y"	"Y reliev by X"	"0.0"
"pos"	"X prescrib for Y"	"Y reliev with X"	"0.0"
"pos"	"X correct Y"	"Y reliev by X"	"0.0"
"pos"	"X suggest Y"	"Y follow X"	"0.0"
"pos"	"X accompani Y"	"Y accompani X"	"0.0"
"pos"	"X involv Y"	"X associ with Y"	"0.0"
"pos"	"X contain Y"	"X compos of Y"	"0.0"
"pos"	"X give Y"	"X treat with Y"	"0.0"
"pos"	"X treat by Y"	"X reliev by Y"	"0.0"
"pos"	"X come with Y"	"X associ with Y"	"0.0"
"pos"	"X reliev Y"	"X need for Y"	"0.0"
"pos"	"X suggest Y"	"X see in Y"	"0.0"
"pos"	"X control with Y"	"X reliev with Y"	"0.0"
"pos"	"X decreas Y"	"X control Y"	"0.0"
"pos"	"X prevent Y"	"X treat Y"	"0.0"
"pos"	"X give for Y"	"X be for Y"	"0.0"
"pos"	"X suggest Y"	"X result in Y"	"0.0"
"pos"	"X us for Y"	"Y reliev by X"	"0.0"
"pos"	"X produc Y"	"X bring Y"	"0.0"
"pos"	"X associ with Y"	"X occur in Y"	"0.0"
"pos"	"X confus with Y"	"X distinguish from Y"	"0.0"
"pos"	"X prepar from Y"	"X base on Y"	"0.0"
"pos"	"X succe to Y"	"Y follow by X"	"0.0"
"pos"	"X accompani Y"	"X follow Y"	"0.0"
"pos"	"X present with Y"	"Y indic X"	"0.0"
"pos"	"X stimul Y"	"X produc Y"	"0.0"
"pos"	"X decreas Y"	"Y control with X"	"0.0"
"pos"	"X reliev with Y"	"Y control X"	"0.0"
"pos"	"X reduc Y"	"X suppress Y"	"0.0"
"pos"	"X need for Y"	"X be in Y"	"0.0"
"pos"	"X produc Y"	"X lead to Y"	"0.0"
"pos"	"X carri Y"	"Y find in X"	"0.0"
"pos"	"X defin as Y"	"X refer to Y"	"0.0"
"pos"	"X occur with Y"	"Y associ with X"	"0.0"
"pos"	"X treat Y"	"Y treat by X"	"0.0"
"pos"	"X provid from Y"	"Y treat with X"	"0.0"
"pos"	"X character by Y"	"X includ Y"	"0.0"
"pos"	"X have Y"	"X receiv Y"	"0.0"
"pos"	"X produc by Y"	"Y manufactur X"	"0.0"
"pos"	"X carri Y"	"Y spread by X"	"0.0"
"pos"	"X be in Y"	"X allevi Y"	"0.0"
"pos"	"X give befor Y"	"X start befor Y"	"0.0"
"pos"	"X releas Y"	"X make Y"	"0.0"
"pos"	"X observ in Y"	"X occur in Y"	"0.0"
"pos"	"X mask Y"	"Y reliev by X"	"0.0"
"pos"	"X reliev Y"	"X prescrib for Y"	"0.0"
"pos"	"X carri by Y"	"Y transmit X"	"0.0"
"pos"	"X occur from Y"	"X caus by Y"	"0.0"
"pos"	"X result from Y"	"Y caus X"	"0.0"
"pos"	"X indic for Y"	"X provid Y"	"0.0"
"pos"	"X affect in Y"	"Y involv X"	"0.0"
"pos"	"X combin with Y"	"Y includ X"	"0.0"
"pos"	"X correct by Y"	"Y correct X"	"0.0"
"pos"	"X refer to Y"	"X caus by Y"	"0.0"
"pos"	"X mask Y"	"Y control by X"	"0.0"
"pos"	"X caus Y"	"X develop with Y"	"0.0"
"pos"	"X requir for Y"	"X need for Y"	"0.0"
"pos"	"X indic for Y"	"X recommend for Y"	"0.0"
"pos"	"X caus by Y"	"Y occur in X"	"0.0"
"pos"	"X inject into Y"	"Y fertil by X"	"0.0"
"pos"	"X altern with Y"	"X give to Y"	"0.0"
"pos"	"X order for Y"	"Y treat by X"	"0.0"
"pos"	"X predispos to Y"	"X lead to Y"	"0.0"
"pos"	"X manag with Y"	"Y mask X"	"0.0"
"pos"	"X transmit Y"	"Y transmit by X"	"0.0"
"pos"	"X occur with Y"	"Y caus X"	"0.0"
"pos"	"X transmit by Y"	"X find in Y"	"0.0"
"pos"	"X spread through Y"	"X transmit by Y"	"0.0"
"pos"	"X make from Y"	"X compos of Y"	"0.0"
"pos"	"X isol from Y"	"X deriv from Y"	"0.0"
"pos"	"X affect Y"	"X develop in Y"	"0.0"
"pos"	"X give for Y"	"X prescrib for Y"	"0.0"
"pos"	"X follow Y"	"X suggest Y"	"0.0"
"pos"	"X complic Y"	"Y complic by X"	"0.0"
"pos"	"X control Y"	"X decreas Y"	"0.0"
"pos"	"X recommend for Y"	"X indic for Y"	"0.0"
"pos"	"X reliev by Y"	"Y take for X"	"0.0"
"pos"	"X metabol to Y"	"X reduc to Y"	"0.0"
"pos"	"X convert to Y"	"Y form from X"	"0.0"
"pos"	"X convert by Y"	"X metabol by Y"	"0.0"
"pos"	"X mask Y"	"X control Y"	"0.0"
"pos"	"X induc Y"	"X provid Y"	"0.0"
"pos"	"X associ with Y"	"X see with Y"	"0.0"
"pos"	"X associ with Y"	"X result in Y"	"0.0"
"pos"	"X join with Y"	"X unit with Y"	"0.0"
"pos"	"X reliev Y"	"Y reliev with X"	"0.0"
"pos"	"X give Y"	"Y associ with X"	"0.0"
"pos"	"X control by Y"	"Y need for X"	"0.0"
"pos"	"X indic in Y"	"X indic for Y"	"0.0"
"pos"	"X be for Y"	"X recommend for Y"	"0.0"
"pos"	"X us as Y"	"Y consist of X"	"0.0"
"pos"	"X requir Y"	"X treat by Y"	"0.0"
"pos"	"X provid from Y"	"Y control by X"	"0.0"
"pos"	"X encount Y"	"Y join with X"	"0.0"
"pos"	"X secret by Y"	"Y secret X"	"0.0"
"pos"	"X control Y"	"Y reliev with X"	"0.0"
"pos"	"X see in Y"	"Y associ with X"	"0.0"
"pos"	"X occur in Y"	"Y associ with X"	"0.0"
"pos"	"X begin with Y"	"Y indic X"	"0.0"
"pos"	"X recommend for Y"	"Y achiev with X"	"0.0"
"pos"	"X present with Y"	"X begin with Y"	"0.0"
"pos"	"X present as Y"	"X present with Y"	"0.0"
"pos"	"X recommend for Y"	"Y provid by X"	"0.0"
"pos"	"X accompani by Y"	"X mean Y"	"0.0"
"pos"	"X termin in Y"	"Y follow X"	"0.0"
"pos"	"X transmit Y"	"X carri Y"	"0.0"
"pos"	"X spread by Y"	"Y carri X"	"0.0"
"pos"	"X protect from Y"	"X protect against Y"	"0.0"
"pos"	"X caus Y"	"Y occur in X"	"0.0"
"pos"	"X reduc Y"	"X decreas Y"	"0.0"
